Name,NPC,Rarity,Source,img URL,#
Pearlescent Pony,n/a,Limited,Kickstarter,https://dappervolk.com/img/items/0/251-Lvzd1tN7Te-pearlescent-pony.png,251
Animal Brown Bird Crown,Moira,Common,Peddler's Port,https://dappervolk.com/img/items/0/273-XG5sNbS5hB-animal-brown-bird-crown.png,273
Animal Brown Bird Tail,Moira,Common,Peddler's Port,https://dappervolk.com/img/items/0/274-PK9nFilnYb-animal-brown-bird-tail.png,274
Animal Brown Goat Ears,Moira,Common,Peddler's Port,https://dappervolk.com/img/items/0/275-dUBM98g6Wc-animal-brown-goat-ears.png,275
Animal Brown Goat Tail,Moira,Common,Peddler's Port,https://dappervolk.com/img/items/0/276-kKQZs93iGo-animal-brown-goat-tail.png,276
Animal Puffcurl Hair Black,Moira,Common,Peddler's Port,https://dappervolk.com/img/items/0/277-xya90OpbOe-animal-puffcurl-hair-black.png,277
Animal Puffcurl Hair Chestnut,Moira,Common,Peddler's Port,https://dappervolk.com/img/items/0/278-YH6Jbxuxxl-animal-puffcurl-hair-chestnut.png,278
Animal Puffcurl Hair Pink,Moira,Common,Peddler's Port,https://dappervolk.com/img/items/0/279-Tm0R4naDnR-animal-puffcurl-hair-pink.png,279
Animal Short Hair Chestnut,Moira,Common,Peddler's Port,https://dappervolk.com/img/items/0/280-KQFrMudveP-animal-short-hair-chestnut.png,280
Animal Short Hair Cream,Moira,Common,Peddler's Port,https://dappervolk.com/img/items/0/281-u8us1JcI1i-animal-short-hair-cream.png,281
Animal Short Hair Pink,Moira,Common,Peddler's Port,https://dappervolk.com/img/items/0/282-tLy2FJHSl3-animal-short-hair-pink.png,282
Animal Skin Contrast,Moira,Common,Peddler's Port,https://dappervolk.com/img/items/0/283-MrAWFNUgHN-animal-skin-contrast.png,283
Animal Skin Feathery,Moira,Common,Peddler's Port,https://dappervolk.com/img/items/0/284-PYkgiq0C4t-animal-skin-feathery.png,284
Astra's Back Feathers,Astra,Common,Aviar Cove,https://dappervolk.com/img/items/0/285-ej1X5kZvxJ-astras-back-feathers.png,285
Astra's Bronze Back Feathers,Astra,Uncommon,Aviar Cove,https://dappervolk.com/img/items/0/286-kuvJN0Bod0-astras-bronze-back-feathers.png,286
Astra's Bronze Talon Boots,Astra,Uncommon,Aviar Cove,https://dappervolk.com/img/items/0/287-e4yvRaW7E3-astras-bronze-talon-boots.png,287
Astra's Cerise Back Feathers,Astra,Uncommon,Aviar Cove,https://dappervolk.com/img/items/0/288-89oCI8sxj9-astras-cerise-back-feathers.png,288
Astra's Cerise Ear Feathers,Astra,Uncommon,Aviar Cove,https://dappervolk.com/img/items/0/289-RhCLXluCUh-astras-cerise-ear-feathers.png,289
Astra's Cerise Head Wings,Astra,Uncommon,Aviar Cove,https://dappervolk.com/img/items/0/290-hpjnmLGcto-astras-cerise-head-wings.png,290
Astra's Constellation Dress,Astra,Common,Aviar Cove,https://dappervolk.com/img/items/0/291-BpZThX7aE1-astras-constellation-dress.png,291
Astra's Cream Constellation Dress,Astra,Uncommon,Aviar Cove,https://dappervolk.com/img/items/0/292-QjRpBvasWb-astras-cream-constellation-dress.png,292
Astra's Cream Ear Feathers,Astra,Uncommon,Aviar Cove,https://dappervolk.com/img/items/0/293-qY02eZKc1x-astras-cream-ear-feathers.png,293
Astra's Ear Feathers,Astra,Common,Aviar Cove,https://dappervolk.com/img/items/0/294-zIN5ETztFO-astras-ear-feathers.png,294
Astra's Gold Head Wings,Astra,Uncommon,Aviar Cove,https://dappervolk.com/img/items/0/295-nQFZe6yCpS-astras-gold-head-wings.png,295
Astra's Harpy Wings,Astra,Common,Aviar Cove,https://dappervolk.com/img/items/0/296-YcOTbO0bwk-astras-harpy-wings.png,296
Astra's Head Wings,Astra,Common,Aviar Cove,https://dappervolk.com/img/items/0/297-YtVHLguIkq-astras-head-wings.png,297
Astra's Lips,Astra,Common,Aviar Cove,https://dappervolk.com/img/items/0/298-UiwdK0e7pm-astras-lips.png,298
Astra's Mauve Harpy Wings,Astra,Uncommon,Aviar Cove,https://dappervolk.com/img/items/0/299-bEnPsGrvoL-astras-mauve-harpy-wings.png,299
Astra's Pale Lips,Astra,Uncommon,Aviar Cove,https://dappervolk.com/img/items/0/300-rdSHwoE5Ys-astras-pale-lips.png,300
Astra's Red Constellation Dress,Astra,Uncommon,Aviar Cove,https://dappervolk.com/img/items/0/301-HUAWselo84-astras-red-constellation-dress.png,301
Astra's Red Lips,Astra,Uncommon,Aviar Cove,https://dappervolk.com/img/items/0/302-BNIzNFzb0Z-astras-red-lips.png,302
Astra's Red Talon Boots,Astra,Uncommon,Aviar Cove,https://dappervolk.com/img/items/0/303-Y3iN93hHON-astras-red-talon-boots.png,303
Astra's Singular Expression,Astra,Common,Aviar Cove,https://dappervolk.com/img/items/0/304-2NbErjFJT0-astras-singular-expression.png,304
Astra's Singular Pale Expression,Astra,Uncommon,Aviar Cove,https://dappervolk.com/img/items/0/305-60TOZeESiS-astras-singular-pale-expression.png,305
Astra's Singular Red Expression,Astra,Uncommon,Aviar Cove,https://dappervolk.com/img/items/0/306-RsSTEcYPrd-astras-singular-red-expression.png,306
Astra's Talon Boots,Astra,Common,Aviar Cove,https://dappervolk.com/img/items/0/307-keJDK7ZDYL-astras-talon-boots.png,307
Astra's White Harpy Wings,Astra,Uncommon,Aviar Cove,https://dappervolk.com/img/items/0/308-98R0cR6gsN-astras-white-harpy-wings.png,308
Astra's Wispy Hairstyle,Astra,Common,Aviar Cove,https://dappervolk.com/img/items/0/309-gvY1TI8VMX-astras-wispy-hairstyle.png,309
Astra's Wispy Hairstyle Burgundy,Astra,Uncommon,Aviar Cove,https://dappervolk.com/img/items/0/310-jny3jDF3rQ-astras-wispy-hairstyle-burgundy.png,310
Astra's Wispy White Hairstyle,Astra,Uncommon,Aviar Cove,https://dappervolk.com/img/items/0/311-z9zySFPIbM-astras-wispy-white-hairstyle.png,311
Barclay's Black Belts,Barclay,Uncommon,3's Forest,https://dappervolk.com/img/items/0/312-m67jXBA4o6-barclays-black-belts.png,312
Barclay's Blue Flower Mantle,Barclay,Uncommon,3's Forest,https://dappervolk.com/img/items/0/313-DLasyk7wFD-barclays-blue-flower-mantle.png,313
Barclay's Blue Garland,Barclay,Uncommon,3's Forest,https://dappervolk.com/img/items/0/314-WIaPHG76hp-barclays-blue-garland.png,314
Barclay's Blue Indignance,Barclay,Uncommon,3's Forest,https://dappervolk.com/img/items/0/315-MxPRSyPQP2-barclays-blue-indignance.png,315
Barclay's Hairstyle Midnight,Barclay,Uncommon,3's Forest,https://dappervolk.com/img/items/0/316-w0UmdVHR7l-barclays-hairstyle-midnight.png,316
Barclay's Hairstyle White,Barclay,Uncommon,3's Forest,https://dappervolk.com/img/items/0/317-8pPxAR5pMx-barclays-hairstyle-white.png,317
Barclay's Midnight Lip,Barclay,Uncommon,3's Forest,https://dappervolk.com/img/items/0/318-Dxh8ckRAsQ-barclays-midnight-lip.png,318
Barclay's Midnight Sweater,Barclay,Uncommon,3's Forest,https://dappervolk.com/img/items/0/319-pO3XnWZFC9-barclays-midnight-sweater.png,319
Barclay's Midnight Trousers,Barclay,Uncommon,3's Forest,https://dappervolk.com/img/items/0/320-YAHFesv5zf-barclays-midnight-trousers.png,320
Barclay's Pale Belts,Barclay,Uncommon,3's Forest,https://dappervolk.com/img/items/0/321-AxY6Ru2w0r-barclays-pale-belts.png,321
Barclay's Pale Indignance,Barclay,Uncommon,3's Forest,https://dappervolk.com/img/items/0/322-lnR0pyhqVg-barclays-pale-indignance.png,322
Barclay's Pale Lip,Barclay,Uncommon,3's Forest,https://dappervolk.com/img/items/0/323-XQRE7UUnpS-barclays-pale-lip.png,323
Barclay's Pale Sweater,Barclay,Uncommon,3's Forest,https://dappervolk.com/img/items/0/324-mCdZbVGG8h-barclays-pale-sweater.png,324
Barclay's Pale Trousers,Barclay,Uncommon,3's Forest,https://dappervolk.com/img/items/0/325-is60BGNJay-barclays-pale-trousers.png,325
Barclay's Ragged Blue Cape,Barclay,Uncommon,3's Forest,https://dappervolk.com/img/items/0/326-a1hxhasavg-barclays-ragged-blue-cape.png,326
Barclay's Ragged Midnight Cape,Barclay,Uncommon,3's Forest,https://dappervolk.com/img/items/0/327-AHoLHpe4Zw-barclays-ragged-midnight-cape.png,327
Barclay's White Flower Mantle,Barclay,Uncommon,3's Forest,https://dappervolk.com/img/items/0/328-XbBuf4aGLj-barclays-white-flower-mantle.png,328
Barclay's White Garland,Barclay,Uncommon,3's Forest,https://dappervolk.com/img/items/0/329-52ejKJP2YM-barclays-white-garland.png,329
Bearnard's Dark Farming Gloves,Bearnard,Uncommon,Louise Hill,https://dappervolk.com/img/items/0/330-XTOlgiOg6W-bearnards-dark-farming-gloves.png,330
Bearnard's Dark Farming Shirt,Bearnard,Uncommon,Louise Hill,https://dappervolk.com/img/items/0/331-v2dXk6BVGk-bearnards-dark-farming-shirt.png,331
Bearnard's Dark Farming Shoes,Bearnard,Uncommon,Louise Hill,https://dappervolk.com/img/items/0/332-cKPkloNt83-bearnards-dark-farming-shoes.png,332
Bearnard's Golden Broom,Bearnard,Uncommon,Louise Hill,https://dappervolk.com/img/items/0/333-slCmjHV1cM-bearnards-golden-broom.png,333
Bearnard's Green Farming Overalls,Bearnard,Uncommon,Louise Hill,https://dappervolk.com/img/items/0/334-hY3mgZ6Sou-bearnards-green-farming-overalls.png,334
Bearnard's Green Ribbon Broom,Bearnard,Uncommon,Louise Hill,https://dappervolk.com/img/items/0/335-Bbsf7JvBtd-bearnards-green-ribbon-broom.png,335
Bearnard's Green Ribbon Sun Hat,Bearnard,Uncommon,Louise Hill,https://dappervolk.com/img/items/0/336-dyNM7xmlcV-bearnards-green-ribbon-sun-hat.png,336
Bearnard's Red Farming Gloves,Bearnard,Uncommon,Louise Hill,https://dappervolk.com/img/items/0/337-85Ns9EWcjF-bearnards-red-farming-gloves.png,337
Bearnard's Red Farming Overalls,Bearnard,Uncommon,Louise Hill,https://dappervolk.com/img/items/0/338-AJszRBFSsh-bearnards-red-farming-overalls.png,338
Bearnard's Red Farming Shoes,Bearnard,Uncommon,Louise Hill,https://dappervolk.com/img/items/0/339-LnuAnhfgYe-bearnards-red-farming-shoes.png,339
Bearnard's Red Ribbon Sun Hat,Bearnard,Uncommon,Louise Hill,https://dappervolk.com/img/items/0/340-3DmZ7cH4Jk-bearnards-red-ribbon-sun-hat.png,340
Bearnard's Yellow Farming Shirt,Bearnard,Uncommon,Louise Hill,https://dappervolk.com/img/items/0/341-zePZQpEe0K-bearnards-yellow-farming-shirt.png,341
Buli's Hairstyle Brown,Buli,Uncommon,Louise Hill,https://dappervolk.com/img/items/0/342-aFhtd11S6z-bulis-hairstyle-brown.png,342
Buli's Hairstyle Pink,Buli,Uncommon,Louise Hill,https://dappervolk.com/img/items/0/343-UTqbvTlO9d-bulis-hairstyle-pink.png,343
Buli's Magic Golden Pots,Buli,Uncommon,Louise Hill,https://dappervolk.com/img/items/0/344-SkXkR0UVgx-bulis-magic-golden-pots.png,344
Buli's Magic Green Pots,Buli,Uncommon,Louise Hill,https://dappervolk.com/img/items/0/345-LUvB6eh8ni-bulis-magic-green-pots.png,345
Buli's Mysterious Dark Dress,Buli,Uncommon,Louise Hill,https://dappervolk.com/img/items/0/346-lzXynFOXr9-bulis-mysterious-dark-dress.png,346
Buli's Mysterious Golden Dress,Buli,Uncommon,Louise Hill,https://dappervolk.com/img/items/0/347-g6nS9ULyT7-bulis-mysterious-golden-dress.png,347
Cairn's Ceremonial Moonstone Shorts,Cairn,Uncommon,Silvie's Mine,https://dappervolk.com/img/items/0/348-A9h4AruGQ4-cairns-ceremonial-moonstone-shorts.png,348
Cairn's Ceremonial Shorts,Cairn,Common,Silvie's Mine,https://dappervolk.com/img/items/0/349-tcRRiQhR14-cairns-ceremonial-shorts.png,349
Cairn's Corset,Cairn,Common,Silvie's Mine,https://dappervolk.com/img/items/0/350-XGL5qkQm9S-cairns-corset.png,350
Cairn's Dark Corset,Cairn,Uncommon,Silvie's Mine,https://dappervolk.com/img/items/0/351-IiiTZ29nK3-cairns-dark-corset.png,351
Cairn's Dark Pointy Shoes,Cairn,Uncommon,Silvie's Mine,https://dappervolk.com/img/items/0/352-34ejMUuNTF-cairns-dark-pointy-shoes.png,352
Cairn's Dark Segmented Tail,Cairn,Uncommon,Silvie's Mine,https://dappervolk.com/img/items/0/353-5BiyfZbn1U-cairns-dark-segmented-tail.png,353
Cairn's Gray Corset,Cairn,Uncommon,Silvie's Mine,https://dappervolk.com/img/items/0/354-WoaxCK4bwd-cairns-gray-corset.png,354
Cairn's Mechanical Jacket,Cairn,Common,Silvie's Mine,https://dappervolk.com/img/items/0/355-yhrCyrPnhY-cairns-mechanical-jacket.png,355
Cairn's Mechanical Mask,Cairn,Common,Silvie's Mine,https://dappervolk.com/img/items/0/356-2TyBFQwHZc-cairns-mechanical-mask.png,356
Cairn's Mechanical Moonstone Jacket,Cairn,Uncommon,Silvie's Mine,https://dappervolk.com/img/items/0/357-Fz9Hbb5blV-cairns-mechanical-moonstone-jacket.png,357
Cairn's Mechanical Moonstone Mask,Cairn,Uncommon,Silvie's Mine,https://dappervolk.com/img/items/0/358-D8S2OiWA0i-cairns-mechanical-moonstone-mask.png,358
Cairn's Pointy Shoes,Cairn,Common,Silvie's Mine,https://dappervolk.com/img/items/0/359-GHHv01cJG5-cairns-pointy-shoes.png,359
Cairn's Pointy Silver Shoes,Cairn,Uncommon,Silvie's Mine,https://dappervolk.com/img/items/0/360-BvgxWW8E3m-cairns-pointy-silver-shoes.png,360
Cairn's Red Ceremonial Shorts,Cairn,Uncommon,Silvie's Mine,https://dappervolk.com/img/items/0/361-Y5zqDDfcwM-cairns-red-ceremonial-shorts.png,361
Cairn's Red Mechanical Jacket,Cairn,Uncommon,Silvie's Mine,https://dappervolk.com/img/items/0/362-T5tnw21rew-cairns-red-mechanical-jacket.png,362
Cairn's Red Mechanical Mask,Cairn,Uncommon,Silvie's Mine,https://dappervolk.com/img/items/0/363-UlE64zHsRf-cairns-red-mechanical-mask.png,363
Cairn's Segmented Silver Tail,Cairn,Uncommon,Silvie's Mine,https://dappervolk.com/img/items/0/364-2dPiAyzGAc-cairns-segmented-silver-tail.png,364
Cairn's Segmented Tail,Cairn,Common,Silvie's Mine,https://dappervolk.com/img/items/0/365-3IPy5TNFo7-cairns-segmented-tail.png,365
Calbet's Cloud Armour,Calbet,Uncommon,Louise Hill,https://dappervolk.com/img/items/0/366-nLwkJRaOUK-calbets-cloud-armour.png,366
Calbet's Cloud Training Quiver,Calbet,Uncommon,Louise Hill,https://dappervolk.com/img/items/0/367-CfjXr3FK32-calbets-cloud-training-quiver.png,367
Calbet's Hairstyle Clouds,Calbet,Uncommon,Louise Hill,https://dappervolk.com/img/items/0/368-X2w1L8svkH-calbets-hairstyle-clouds.png,368
Calbet's Hairstyle Orange,Calbet,Uncommon,Louise Hill,https://dappervolk.com/img/items/0/369-m6yEkODmeQ-calbets-hairstyle-orange.png,369
Calbet's Red Archery Boots,Calbet,Uncommon,Louise Hill,https://dappervolk.com/img/items/0/370-oCK8aQaiNo-calbets-red-archery-boots.png,370
Calbet's Red Armour,Calbet,Uncommon,Louise Hill,https://dappervolk.com/img/items/0/371-iOkvX1MSxb-calbets-red-armour.png,371
Calbet's Red Pantaloons,Calbet,Uncommon,Louise Hill,https://dappervolk.com/img/items/0/372-JR3u5NtVB5-calbets-red-pantaloons.png,372
Calbet's Red Training Quiver,Calbet,Uncommon,Louise Hill,https://dappervolk.com/img/items/0/373-gnJcBJxwjy-calbets-red-training-quiver.png,373
Calbet's Rowan Training Bow,Calbet,Uncommon,Louise Hill,https://dappervolk.com/img/items/0/374-hADX5JEFHO-calbets-rowan-training-bow.png,374
Calbet's Silver Training Bow,Calbet,Uncommon,Louise Hill,https://dappervolk.com/img/items/0/375-beDgulmYIk-calbets-silver-training-bow.png,375
Calbet's Sky Archery Boots,Calbet,Uncommon,Louise Hill,https://dappervolk.com/img/items/0/376-T2Ud3vti37-calbets-sky-archery-boots.png,376
Calbet's Sky Pantaloons,Calbet,Uncommon,Louise Hill,https://dappervolk.com/img/items/0/377-1gMYUQ7pRI-calbets-sky-pantaloons.png,377
Carneau's Brown Shoes,Carneau,Uncommon,Aviar Cove,https://dappervolk.com/img/items/0/378-smETEw1reY-carneaus-brown-shoes.png,378
Carneau's Brunette Pigeons,Carneau,Uncommon,Aviar Cove,https://dappervolk.com/img/items/0/379-5YxbhXLQMY-carneaus-brunette-pigeons.png,379
Carneau's Captain Hat,Carneau,Common,Aviar Cove,https://dappervolk.com/img/items/0/380-a5cvtqU4JT-carneaus-captain-hat.png,380
Carneau's Colonel Cape,Carneau,Common,Aviar Cove,https://dappervolk.com/img/items/0/381-UKJcPwUJXP-carneaus-colonel-cape.png,381
Carneau's Gold Colonel Cape,Carneau,Uncommon,Aviar Cove,https://dappervolk.com/img/items/0/382-nl5CeuMNfQ-carneaus-gold-colonel-cape.png,382
Carneau's Gold Lined Ruffled Shirt,Carneau,Uncommon,Aviar Cove,https://dappervolk.com/img/items/0/383-AeK2zYun1f-carneaus-gold-lined-ruffled-shirt.png,383
Carneau's Gold Trim Captain Hat,Carneau,Uncommon,Aviar Cove,https://dappervolk.com/img/items/0/384-zpyQmsjIUL-carneaus-gold-trim-captain-hat.png,384
Carneau's Gold Twirly Mustache,Carneau,Uncommon,Aviar Cove,https://dappervolk.com/img/items/0/385-1N9osoeeQO-carneaus-gold-twirly-mustache.png,385
Carneau's Golden Shoes,Carneau,Uncommon,Aviar Cove,https://dappervolk.com/img/items/0/386-Z56S5zU6pf-carneaus-golden-shoes.png,386
Carneau's Gray Trim Trousers,Carneau,Uncommon,Aviar Cove,https://dappervolk.com/img/items/0/387-Hpm3JvvzMw-carneaus-gray-trim-trousers.png,387
Carneau's Gray Twirly Mustache,Carneau,Uncommon,Aviar Cove,https://dappervolk.com/img/items/0/388-0Dn6U3sBPB-carneaus-gray-twirly-mustache.png,388
Carneau's Pigeons,Carneau,Common,Aviar Cove,https://dappervolk.com/img/items/0/389-o0793ifCeH-carneaus-pigeons.png,389
Carneau's Prized Goldrush Sword,Carneau,Uncommon,Aviar Cove,https://dappervolk.com/img/items/0/390-zEkU1WlkQI-carneaus-prized-goldrush-sword.png,390
Carneau's Prized Silver Sword,Carneau,Uncommon,Aviar Cove,https://dappervolk.com/img/items/0/391-tkA9ZfdUx2-carneaus-prized-silver-sword.png,391
Carneau's Prized Sword,Carneau,Common,Aviar Cove,https://dappervolk.com/img/items/0/392-9X3Irw02Pp-carneaus-prized-sword.png,392
Carneau's Ruffled Shirt,Carneau,Common,Aviar Cove,https://dappervolk.com/img/items/0/393-i166Zj5kVp-carneaus-ruffled-shirt.png,393
Carneau's Shoes,Carneau,Common,Aviar Cove,https://dappervolk.com/img/items/0/394-uCz8U4bY6X-carneaus-shoes.png,394
Carneau's Sideburn Hairstyle,Carneau,Common,Aviar Cove,https://dappervolk.com/img/items/0/395-Ta8dg9Wycc-carneaus-sideburn-hairstyle.png,395
Carneau's Gold Sideburn Hairstyle,Carneau,Uncommon,Aviar Cove,https://dappervolk.com/img/items/0/396-oCeWgHvrsD-carneaus-gold-sideburn-hairstyle.png,396
Carneau's Silver Sideburn Hairstyle,Carneau,Uncommon,Aviar Cove,https://dappervolk.com/img/items/0/397-aorzsBPj7D-carneaus-silver-sideburn-hairstyle.png,397
Carneau's Silver Captain Hat,Carneau,Uncommon,Aviar Cove,https://dappervolk.com/img/items/0/398-KiIINTwUUn-carneaus-silver-captain-hat.png,398
Carneau's Silver Colonel Cape,Carneau,Uncommon,Aviar Cove,https://dappervolk.com/img/items/0/399-3TPD91KsYj-carneaus-silver-colonel-cape.png,399
Carneau's Silver Gold Trim Trousers,Carneau,Uncommon,Aviar Cove,https://dappervolk.com/img/items/0/400-4yzeEjbSB2-carneaus-silver-gold-trim-trousers.png,400
Carneau's Stern Brown Eyes,Carneau,Uncommon,Aviar Cove,https://dappervolk.com/img/items/0/401-KVSjCtqudQ-carneaus-stern-brown-eyes.png,401
Carneau's Stern Eyes,Carneau,Common,Aviar Cove,https://dappervolk.com/img/items/0/402-MbNSRrgUwe-carneaus-stern-eyes.png,402
Carneau's Stern Golden Eyes,Carneau,Uncommon,Aviar Cove,https://dappervolk.com/img/items/0/403-Itcellsjwa-carneaus-stern-golden-eyes.png,403
Carneau's Striped Pigeons,Carneau,Uncommon,Aviar Cove,https://dappervolk.com/img/items/0/404-uFWrhpEEdz-carneaus-striped-pigeons.png,404
Carneau's Suede Ruffled Shirt,Carneau,Uncommon,Aviar Cove,https://dappervolk.com/img/items/0/405-1pS2hgno6p-carneaus-suede-ruffled-shirt.png,405
Carneau's Trim Trousers,Carneau,Common,Aviar Cove,https://dappervolk.com/img/items/0/406-mUAq4R5EeM-carneaus-trim-trousers.png,406
Carneau's Twirly Mustache,Carneau,Common,Aviar Cove,https://dappervolk.com/img/items/0/407-VvWWBCY6qe-carneaus-twirly-mustache.png,407
Celestine's Cool Discernment,Celestine,Common,Aviar Cove,https://dappervolk.com/img/items/0/408-pLDzq3VpGP-celestines-cool-discernment.png,408
Celestine's Cool Pale Discernment,Celestine,Uncommon,Aviar Cove,https://dappervolk.com/img/items/0/409-e5DWsPnX1P-celestines-cool-pale-discernment.png,409
Celestine's Cool Wooden Discernment,Celestine,Uncommon,Aviar Cove,https://dappervolk.com/img/items/0/410-BlOVflYGvI-celestines-cool-wooden-discernment.png,410
Celestine's Decorative Pale Wings,Celestine,Uncommon,Aviar Cove,https://dappervolk.com/img/items/0/411-JmYc5zWOWu-celestines-decorative-pale-wings.png,411
Celestine's Decorative Wings,Celestine,Common,Aviar Cove,https://dappervolk.com/img/items/0/412-jygzmDSqGz-celestines-decorative-wings.png,412
Celestine's Gothic Lips,Celestine,Uncommon,Aviar Cove,https://dappervolk.com/img/items/0/413-yVC7P6TfJ3-celestines-gothic-lips.png,413
Celestine's Laced Antique Petticoat,Celestine,Uncommon,Aviar Cove,https://dappervolk.com/img/items/0/414-U5yj1VHxuC-celestines-laced-antique-petticoat.png,414
Celestine's Laced Antique Umbrella,Celestine,Uncommon,Aviar Cove,https://dappervolk.com/img/items/0/415-PxUxZQFUyV-celestines-laced-antique-umbrella.png,415
Celestine's Laced Gothic Petticoat,Celestine,Uncommon,Aviar Cove,https://dappervolk.com/img/items/0/416-HiVyRawBY2-celestines-laced-gothic-petticoat.png,416
